sample_id,R_score,I_score,A_score,S_score,E_score,C_score,R_norm,I_norm,A_norm,S_norm,E_norm,C_norm,r_CNTT,r_ATTT,r_MKT,r_TMDT,r_TTDPT,r_KETOAN,r_best,r_second,confidence,fit_quality,assigned_major,age,gender,education
19140,8.0,16.0,12.0,17.0,22.0,19.0,0.25,0.5,0.375,0.53125,0.6875,0.59375,-0.028809158,0.23048285,0.9184495,0.69494385,-0.5283844,0.70149744,0.9184495,0.70149744,0.21695207,Best Fit,MKT,19,2,2
23432,14.0,23.0,30.0,15.0,17.0,18.0,0.4375,0.71875,0.9375,0.46875,0.53125,0.5625,0.08722286,-0.22058234,-0.10898242,-0.36257535,0.78806156,-0.18147314,0.78806156,0.08722286,0.70083874,Best Fit,TTDPT,26,2,3
16640,12.0,0.0,0.0,32.0,28.0,32.0,0.375,0.0,0.0,1.0,0.875,1.0,-0.25117797,0.10331078,0.54253775,0.71916497,-0.61868143,0.5180052,0.71916497,0.54253775,0.17662719,Great Fit,TMDT,37,2,2
4063,21.0,11.0,12.0,13.0,9.0,24.0,0.65625,0.34375,0.375,0.40625,0.28125,0.75,0.45863095,0.5197517,-0.2899561,0.2801192,-0.032621842,0.3691346,0.5197517,0.45863095,0.0611208,Good Fit,ATTT,55,2,3
5415,15.0,19.0,16.0,21.0,21.0,19.0,0.46875,0.59375,0.5,0.65625,0.65625,0.59375,-0.14894599,0.09989477,0.713544,0.43436316,-0.7041319,0.48561576,0.713544,0.48561576,0.22792825,Great Fit,MKT,16,1,1
24212,8.0,20.0,21.0,29.0,29.0,19.0,0.25,0.625,0.65625,0.90625,0.90625,0.59375,-0.4746255,-0.33453038,0.65546864,0.2554001,-0.27608085,0.18008116,0.65546864,0.2554001,0.40006855,Great Fit,MKT,18,2,2
20946,19.0,19.0,26.0,11.0,10.0,16.0,0.59375,0.59375,0.8125,0.34375,0.3125,0.5,0.26248565,-0.093781725,-0.6031897,-0.5434494,0.865345,-0.37296012,0.865345,0.26248565,0.6028593,Best Fit,TTDPT,21,2,3
22048,14.0,5.0,3.0,3.0,12.0,27.0,0.4375,0.15625,0.09375,0.09375,0.375,0.84375,0.45769805,0.6726642,0.33645743,0.7788836,-0.23441343,0.75907195,0.7788836,0.75907195,0.019811636,Best Fit,TMDT,16,1,2
27525,20.0,26.0,8.0,15.0,5.0,25.0,0.625,0.8125,0.25,0.46875,0.15625,0.78125,0.8925934,0.8390845,-0.378371,-0.13112864,-0.35158804,0.41595334,0.8925934,0.8390845,0.053508848,Best Fit,CNTT,47,2,3
1350,2.0,1.0,9.0,8.0,17.0,22.0,0.0625,0.03125,0.28125,0.25,0.53125,0.6875,-0.06705021,0.17968759,0.77030474,0.90917134,-0.08932669,0.73228043,0.90917134,0.77030474,0.13886662,Best Fit,TMDT,18,2,2
28146,14.0,20.0,18.0,11.0,14.0,16.0,0.4375,0.625,0.5625,0.34375,0.4375,0.5,0.64754003,0.3882818,-0.09432446,-0.24407658,0.4333545,0.14428978,0.64754003,0.4333545,0.21418554,Great Fit,CNTT,14,2,1
19730,7.0,7.0,21.0,17.0,27.0,13.0,0.21875,0.21875,0.65625,0.53125,0.84375,0.40625,-0.73919266,-0.60290945,0.6838962,0.4349676,0.1799774,-0.008617834,0.6838962,0.4349676,0.24892858,Great Fit,MKT,18,1,2
17000,16.0,21.0,16.0,10.0,19.0,23.0,0.5,0.65625,0.5,0.3125,0.59375,0.71875,0.7468027,0.78339744,0.42008922,0.5085363,-0.039007884,0.7318397,0.78339744,0.7468027,0.036594704,Best Fit,ATTT,26,2,4
20261,1.0,19.0,0.0,25.0,1.0,11.0,0.03125,0.59375,0.0,0.78125,0.03125,0.34375,0.24753152,0.26171377,-0.116397545,-0.2574857,-0.59271675,0.20689791,0.26171377,0.24753152,0.01418226,Good Fit,ATTT,21,2,2
6557,15.0,24.0,16.0,16.0,15.0,26.0,0.46875,0.75,0.5,0.5,0.46875,0.8125,0.90200436,0.881492,0.12607652,0.22416171,-0.2282246,0.784245,0.90200436,0.881492,0.02051233,Best Fit,CNTT,18,2,2
19351,7.0,25.0,14.0,4.0,4.0,8.0,0.21875,0.78125,0.4375,0.125,0.125,0.25,0.643859,0.35548452,-0.29615864,-0.5320552,0.2288094,-0.020154973,0.643859,0.35548452,0.28837448,Great Fit,CNTT,19,2,2
